N = [5000, 10000, 50000, 100000, 500000, 1000000, 5000000, 10000000]
"0 time scr" = [0.0015536894, 0.0024782976, 0.0101872418, 0.017996244600000003, 0.083644504, 0.1742904274, 1.29554658675, 3.3290762825]
"1 time up0" = [0.0009965172, 0.0008113608000000001, 0.0010128798, 0.0012608171999999999, 0.0042565004, 0.0066212042, 0.009250432, 0.009531910199999999]
"2 time up1" = [0.00088886, 0.0015014956, 0.0069626945999999995, 0.013932983599999999, 0.0675403646, 0.1345962708, 1.02447217675, 2.518161833]
"3 time map" = [0.014523409199999998, 0.0387726596, 0.15251496180000002, 0.2846463614, 1.382403388, 2.8967701515, 14.309896666, 28.562941175]
"0 mem scr" = [3.850311279296875, 5.8895263671875, 22.600662231445312, 37.02357482910156, 99.10023498535156, 219.4434356689453, 1053.2046356201172, 2032.3582916259766]
"1 mem up0" = [1.8382415771484375, 0.4625701904296875, 1.747589111328125, 2.2384796142578125, 4.499176025390625, 5.566864013671875, 7.0745086669921875, 7.620758056640625]
"2 mem up1" = [0.0031890869140625, 0.0291900634765625, 0.0031890869140625, 0.0031890869140625, 0.0031890869140625, 0.0031890869140625, 0.0031890869140625, 0.0031890869140625]
"3 mem map" = [0.002197265625, 0.002197265625, 0.002197265625, 0.002197265625, 0.002197265625, 0.002197265625, 0.002197265625, 0.002197265625]
"0 gc scr" = [0.0, 0.0, 0.503443717956543, 0.407421875, 2.0962581634521484, 3.7432641983032227, 59.997196435928345, 522.1240215301514]
"1 gc up0" = [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
"2 gc up1" = [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
"3 gc map" = [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
"total time scr" = [0.0160770986, 0.0412509572, 0.1627022036, 0.302642606, 1.466047892, 3.0710605789, 15.60544325275, 31.8920174575]
"total time up0" = [0.015519926399999998, 0.039584020399999996, 0.15352784160000002, 0.2859071786, 1.3866598884, 2.9033913556999997, 14.319147098, 28.572473085200002]
"total time up1" = [0.015412269199999998, 0.0402741552, 0.1594776564, 0.298579345, 1.4499437525999999, 3.0313664223, 15.33436884275, 31.081103008]
"gc % scr" = [0.0, 0.0, 0.3244571913099768, 0.14116082518797765, 0.1499327554027819, 0.1278091688248592, 0.4031389511407417, 1.7166888821931467]
